vibration,temperature,pressure,voltage,error_code,maintenance_gap_days,machine_risk,machine_id
4.621780831931537,87.04285838459498,103.29984854528512,243.94633936788148,2,122,67.47739298572955,1
3.0919616423534184,33.48501673009197,106.65440364437336,244.04460046972835,3,131,41.55846150827383,2
2.144091460070617,88.19459112971967,105.81106602001054,228.49356442713105,3,21,47.801514977089646,3
6.322370567394016,66.69918962929685,85.17665763049294,220.92249700165664,2,59,67.95371790559872,4
4.7990268020067886,32.79993979281693,109.34388797103648,229.31085361721216,1,51,25.578930461423425,5
4.677233938870139,88.99385314840728,96.6690723311995,254.39761626945284,2,21,71.0184801192698,6
5.153494763786801,30.79589766959199,108.55504389212132,242.5315287138216,1,9,29.051889742068987,7
2.1117637655415,43.85362953732894,91.0256366506503,247.33054075301837,3,8,47.21311000235512,8
2.2407196478065288,84.55922412472692,91.46949954000044,246.50089137415927,1,134,62.46023365206882,9
3.455591640077322,64.06201966919949,85.78283231138896,253.69139098379995,3,14,68.37209718469259,10
7.090903970994946,49.59244612835012,99.26109936013498,240.8333704010329,1,40,54.05198017478455,11
7.91173694074706,74.83920660824285,98.492303309727,243.47004662655397,0,124,70.29310971762186,12
3.931994274157804,47.776410342244944,89.13167347657506,220.62545626964777,0,88,38.482687089802894,13
4.764170627228988,47.60929048308229,85.35199556787711,227.9536961635522,3,33,59.08468952024843,14
6.241719823467079,85.57805271080093,101.27692563754862,256.59838702175125,0,72,66.83917582938189,15
5.146154718967424,35.72460698942468,94.27045630495664,246.75365010654428,0,99,45.08502688239517,16
6.1390845139540895,46.48330757940385,99.03108564619252,235.3170749901516,2,131,57.859346393669576,17
7.325495340318282,63.67663185416978,104.27417949886404,239.75182385457563,0,15,49.84307174411897,18
2.7762357456828197,56.36019011194621,90.0429800583849,255.8305438269408,0,52,47.17887372606074,19
5.942929003834686,71.73096518556764,88.48328636014689,244.1766951711127,2,29,72.49913425432777,20
3.601587158441357,34.61879458972758,92.2437863228442,226.44885149016017,1,45,33.4117329610032,21
4.069435800863998,36.32965558981624,96.41336426207276,228.73761748867332,3,30,42.65228221948248,22
8.182961812432078,49.46070126031644,88.05219886751684,234.251913523079,1,129,71.10974176983905,23
3.595546137793592,55.626467317575376,105.45036914806232,254.42922333025373,2,137,53.19974635564328,1
5.393809799512883,71.54616197341622,91.73530834496304,229.76502088991097,2,118,67.99610278743913,2
3.531349537011492,63.48612012104047,95.09590427645102,222.59568988435927,1,52,41.87880358976621,3
3.728132439870208,71.77825637038731,102.80676474811104,225.923477198136,3,81,53.1897808569649,4
3.867467099926995,88.59689734995916,95.27592533295578,221.32202931602197,3,129,68.29382505121848,5
3.676933234668807,38.693692325473386,97.23631900693908,259.426018164424,3,68,55.33826346173083,6
2.5659732843290066,52.17926736368427,91.05399845693564,252.12559025519585,0,116,46.60419210499983,7
8.883961986263902,53.92946654667318,105.4107968304846,251.93380499938203,0,124,63.38651136500637,8
5.55739143718503,71.74876840745291,106.458970120343,233.03835620807536,3,147,65.16349095374747,9
6.978046727066125,78.57006276838293,93.71664968229324,223.8470620436568,0,128,64.57467398050348,10
5.6242594536923605,80.26260635443967,101.89225292598202,249.40864476963088,1,42,61.78973261133356,11
3.805591394006089,69.59904276205074,105.4305550050304,242.2080324639785,3,113,58.75475148561009,12
3.6929660363031616,35.586166068353954,107.43039394883316,256.0167222865332,2,9,35.74509362054444,13
3.952099468145273,72.02146979836627,106.16652855595764,254.2529716751237,1,120,54.78672786049,14
8.214390691326718,81.05570692605076,108.39087485552368,251.41362604455776,3,84,81.57372406430682,15
6.064806350055183,52.33696599370458,108.50333606144446,258.9465534702127,1,128,56.063289842644735,16
4.137547022410754,59.1368252151736,96.21060357465618,259.7782985044328,3,68,66.78297206275818,17
3.6607436124776,49.52398188955606,103.6622851279506,245.9853159618886,2,145,49.73379712890009,18
4.1564255429667245,62.55241383329396,97.720351920969,245.4533047274358,1,38,49.70737058879072,19
8.852250007925063,59.20452917756731,107.65246969296383,237.37577462041716,0,30,51.929279300522,20
6.515723534213954,70.13544357978597,106.60418912679758,229.2074107296622,3,147,67.04563007467969,21
6.004029394464282,76.11324085837853,86.09009429386084,259.78202043189367,1,46,78.48682522747133,22
8.40405073154314,52.20952201532666,85.38641541322168,257.132742503509,0,46,73.38221198790477,23
8.766583733305687,87.81719862535516,106.325236386684,231.77795568278344,0,67,64.91335493690467,1
3.1864492268026474,63.40807574750101,108.40386935401952,247.8411918669989,3,24,47.322165428950505,2
3.4624310233075213,70.26861100944303,93.9661695324041,230.16654596278957,1,130,53.35233522585155,3
4.257855349670203,80.92018769548046,88.41553328605072,248.35643987640475,2,26,70.52783945841941,4
7.670793762754265,82.02433911480622,107.83101381391178,240.4536959544375,0,36,57.78553473666265,5
7.588066252767426,68.99783584666591,102.5491719314426,251.83170677744403,3,115,80.76217280150149,6
4.365966097960751,52.53497715839664,87.34954849602173,243.13120563984697,1,51,54.72399183966992,7
5.259186126927221,62.5586780824546,92.16353130320712,243.6333304227604,1,49,58.93239694429936,8
2.261437321244501,79.3560336395795,94.00476603528158,225.08242050607535,0,8,36.92088787385423,9
7.389954871690276,42.9492616498106,100.572261895475,223.41389859975072,0,116,45.05106807223926,10
4.87947733539675,71.97073264603162,88.45882731044503,225.3098168897188,1,124,62.3192085728354,11
7.002165729259665,32.464051006072545,94.97052253611986,237.34082950322968,1,90,51.99093407941071,12
2.1774552039082025,87.7589048806755,105.89950301280514,247.83896824374796,0,129,47.14674335057321,13
3.2130602404959205,39.38622256026516,91.25607245411489,241.96906658824483,3,89,53.27663100953576,14
6.621381637024119,46.79603381675657,108.87163201657984,249.51587666783075,2,69,53.37541686235316,15
6.282045223640465,55.176003745667394,91.19327473752894,234.23890714605045,0,86,54.95992767080442,16
2.100754420408291,36.964358430414975,86.15006605054381,221.6291520927588,1,144,37.62449986591509,17
2.6848391245570102,59.49695250700994,96.83679426951414,226.9280747964006,1,101,40.087347663823095,18
4.789533140781614,66.95100588313298,100.8773412716911,221.8121603908818,2,138,54.52908161245441,19
6.381019409999655,60.18817551480527,106.41224602970806,246.3477452647578,3,16,60.17147825311368,20
2.493981231803009,68.54515669237894,85.66278276354055,243.43102325093847,2,84,62.033951885440295,21
6.0283192451311525,53.29019557239131,101.08220546105883,238.33011561966063,2,101,57.709835813298426,22
6.381577690711009,79.22561062627608,101.2871192964447,228.26737439506985,0,141,58.75943115832431,23
3.502123837958619,52.63554499367855,85.97407830775585,244.7301553735157,2,81,59.763696290814345,1
6.590058447665195,53.1237972579339,102.04034172431976,233.6249827785696,2,105,57.78368974806919,2
5.472262180053843,71.57342152151637,93.70841511132994,257.46592607422826,3,21,75.6863727848723,3
8.773063860641733,62.87831299488524,95.58677355770295,242.74081134999832,2,99,79.38509903689659,4
4.888323738379985,52.32108514756699,104.41032401854991,233.63214161012075,1,37,38.72944300778438,5
3.670178018532381,70.79068679401475,103.49771901118436,229.5294460961592,1,17,39.06272570166188,6
5.740292314713944,59.79367144098466,94.74045215548009,231.90540698037245,2,100,61.78268653291611,7
2.0758635603620883,84.32291858515582,87.28216691965333,232.77254550361656,1,128,59.45698331635742,8
5.377646647498498,59.5815394663083,87.08211027988149,223.66816589033925,3,25,63.177810585213095,9
5.875921366420606,42.76367370145374,108.65486357204226,251.2518420188481,2,109,51.99150551208064,10
8.516503739811048,88.45489251206462,109.89828105075824,222.234846187094,2,75,68.2035208635327,11
2.819469114993241,38.57950092317015,104.0377657929368,244.72872253265044,0,7,21.596527526210203,12
4.982640325328588,43.35458505426183,94.9162900488563,255.67587635107105,1,5,49.12590961658394,13
5.593283180846751,43.99368434547167,99.53263543066956,254.5255408795601,1,145,57.218123023351055,14
8.63074004168701,89.16006382937226,103.83445463147352,235.05038342123663,2,19,74.91048066153911,15
7.440028411492057,63.504254984148304,95.6055502311744,256.2541754037894,2,126,80.78538931269973,16
5.448375730036014,30.681218686045145,96.71651604985315,222.2521310272735,3,61,45.60059720992295,17
7.759532463136852,74.65269941659787,102.02598567742272,229.5002588516988,0,113,60.76414384066543,18
2.58023925185348,61.70220727783255,95.9083957901639,252.08436996106937,0,61,43.06758145316742,19
4.258804717943086,32.604046997890364,108.1160832555899,256.76462861114635,3,147,50.859480355489794,20
8.785117749333693,61.38587065020893,100.73496595338156,247.8299475593847,2,1,70.07144641155736,21
6.392906560588444,65.05885871538601,107.52895026227472,221.8178552136583,3,74,56.02646902923483,22
8.65288038853591,83.41582703345497,96.39141881964282,244.80530391206148,3,122,94.0911263642118,23
3.3168481180663294,57.82190429639893,93.83380570065133,243.34624447403488,3,101,60.65722536578774,1
8.820763653663166,89.17264466877617,102.45404285049364,241.4438546537648,0,141,77.36532405674197,2
8.376490291456896,79.35223457539014,108.7449978322981,249.0287803355344,2,10,70.44770763454808,3
8.529099383478092,81.9638333700245,86.13046675265474,221.05467897989007,0,118,76.99124962013225,4
7.6738733154728305,89.23656775889667,88.7604222775882,243.7652286140854,2,86,90.6354593978734,5
7.8041495449456,64.14488814994486,86.58779573975004,221.4728747054397,2,129,76.98405477307897,6
2.095703753788981,34.52154362114774,102.2928599292228,241.3738510011785,0,102,23.275041635685188,7
8.3921602658035,65.10897193952832,103.1530211017962,250.28324808169825,2,145,78.52417869173264,8
3.687593826307423,42.30271971039149,91.28606098779495,230.9892718810364,3,113,53.98413968103807,9
7.2989939252056,32.8137880674732,91.71681205063268,220.88738968121208,1,118,51.70837381656239,10
7.819600430437508,48.46663438626297,105.40964338032656,258.7189506175929,1,57,59.62746747348736,11
6.129691279963453,58.80275802110851,95.51339446662688,251.3867305577724,1,66,62.4591344754541,12
7.635312672635533,84.18906352059759,100.4315928024323,259.2185090036951,1,98,80.62511646026967,13
6.456510251355978,63.28893651253354,87.27505227628326,249.05588130600916,0,79,67.31230019761759,14
4.775799476248891,67.32520201367241,106.55909271866864,257.9808249463057,3,138,68.64398615526467,15
8.486113376130461,59.52697758477229,91.45610970747396,238.36543024953045,1,6,67.22268465942804,16
5.448326657950087,49.72509661725049,100.83502135791817,229.60582475112773,2,111,51.33150027231217,17
2.902158053374545,37.682750337466345,88.79756733780737,225.5530869059764,3,132,49.91189135075905,18
3.2731605907940136,50.740036999431794,107.4197102476503,238.9584656105149,0,61,27.33840768756044,19
3.3460231316606954,32.45211697598873,89.22337657680411,231.1436135612784,0,22,29.057206461624855,20
